ocel:eid,ocel:timestamp,ocel:activity,ocel:type:vacancies,ocel:type:managers,ocel:type:applicants,ocel:type:applications,ocel:type:recruiters,ocel:type:offers
243,2019-05-30 13:47:29+00:00,first screening,,,,['Application[770079]'],['Jana Hense'],
244,2019-05-30 13:47:42+00:00,assign recruiter,,,,['Application[770030]'],"['Ed Meister', 'Simon Kershaw', 'Dionne Hense']",
245,2019-05-30 13:53:13+00:00,first screening,,,,['Application[770002]'],['Jana Meister'],
246,2019-05-30 14:06:50+00:00,submit application,,,['Vanessa Davis'],['Application[770098]'],,
247,2019-05-30 14:07:54+00:00,check references,,,,['Application[770022]'],"['Simon Geisler', 'Simon Meister']",
248,2019-05-30 14:45:16+00:00,assign vacancy,['Vacancy[550001] - Manager'],,,['Application[770080]'],,
249,2019-05-30 14:51:10+00:00,submit application,,,['Pete Smith'],['Application[770099]'],,
250,2019-05-30 14:56:56+00:00,send rejection,,,['Mary Zimmermann'],['Application[770084]'],['Simon Kershaw'],
251,2019-05-30 15:01:42+00:00,assign recruiter,,,,['Application[770051]'],"['Dionne Kershaw', 'Jana Kershaw', 'Jana Meister']",
252,2019-05-30 15:03:38+00:00,first screening,,,,['Application[770042]'],['Ed Hense'],
253,2019-05-30 15:06:44+00:00,assign recruiter,,,,['Application[770056]'],"['Dionne Kershaw', 'Simon Keane', 'Simon Hense']",
254,2019-05-30 15:21:48+00:00,first screening,,,,['Application[770063]'],['Dionne Meister'],
255,2019-05-30 15:26:44+00:00,first screening,,,,['Application[770021]'],['Dionne Hense'],
256,2019-05-30 15:39:52+00:00,first screening,,,,['Application[770034]'],['Ed Keane'],
257,2019-05-30 16:00:42+00:00,assign vacancy,['Vacancy[550002] - Consultant'],,,['Application[770019]'],,
258,2019-05-30 16:26:39+00:00,submit application,['Vacancy[550004] - Programmer'],,['Pete Davis'],['Application[770100]'],,
259,2019-05-30 16:57:52+00:00,assign vacancy,['Vacancy[550011] - Programmer'],,,['Application[770004]'],,
260,2019-05-30 17:23:24+00:00,first screening,,,,['Application[770088]'],['Dionne Geisler'],
261,2019-05-30 17:23:59+00:00,assign vacancy,['Vacancy[550006] - Programmer'],,,['Application[770050]'],,
262,2019-05-30 17:35:56+00:00,first screening,,,,['Application[770069]'],['Dionne Hense'],
263,2019-05-30 17:48:37+00:00,submit application,['Vacancy[550002] - Consultant'],,['Dave Weber'],['Application[770101]'],,
264,2019-05-30 18:05:53+00:00,send rejection,,,['Pete Neumann'],['Application[770079]'],['Jana Hense'],
265,2019-05-30 20:05:53+00:00,submit application,['Vacancy[550007] - Consultant'],,['Ray Schmidt'],['Application[770102]'],,
266,2019-05-30 23:58:35+00:00,submit application,['Vacancy[550001] - Manager'],,['Mary Wang'],['Application[770103]'],,
267,2019-05-31 06:51:10+00:00,open vacancy,['Vacancy[550018] - Programmer'],['Ariel Bardin'],,,,
268,2019-05-31 07:14:57+00:00,submit application,,,['Mary Weber'],['Application[770104]'],,
269,2019-05-31 07:38:13+00:00,assign recruiter,,,,['Application[770087]'],"['Simon Keane', 'Dionne Kershaw', 'Jana Keane']",
270,2019-05-31 07:59:17+00:00,submit application,['Vacancy[550004] - Programmer'],,['Dave Jones'],['Application[770105]'],,
271,2019-05-31 09:21:19+00:00,assign recruiter,,,,['Application[770101]'],"['Ed Geisler', 'Simon Kershaw', 'Dionne Geisler']",
272,2019-05-31 09:37:36+00:00,send rejection,,,['Andre Li'],['Application[770031]'],['Dionne Kershaw'],
273,2019-05-31 09:42:15+00:00,assign recruiter,,,,['Application[770098]'],"['Jana Hense', 'Dionne Meister', 'Ed Meister']",
274,2019-05-31 09:42:53+00:00,submit application,['Vacancy[550005] - Programmer'],,['Lisa Taylor'],['Application[770106]'],,
275,2019-05-31 09:48:07+00:00,first screening,,,,['Application[770019]'],['Ed Kershaw'],
276,2019-05-31 09:50:15+00:00,assign recruiter,,,,['Application[770089]'],"['Dionne Keane', 'Jana Meister', 'Jana Geisler']",
277,2019-05-31 10:22:48+00:00,check references,,,,['Application[770013]'],"['Ed Geisler', 'Dionne Geisler']",
278,2019-05-31 10:23:32+00:00,check references,,,,['Application[770042]'],"['Simon Keane', 'Ed Meister']",
279,2019-05-31 10:24:59+00:00,assign recruiter,,,,['Application[770100]'],"['Ed Hense', 'Dionne Hense', 'Simon Kershaw']",
280,2019-05-31 10:31:37+00:00,assign vacancy,['Vacancy[550005] - Programmer'],,,['Application[770081]'],,
281,2019-05-31 11:03:57+00:00,check references,,,,['Application[770036]'],"['Dionne Kershaw', 'Jana Keane']",
282,2019-05-31 11:10:06+00:00,submit application,['Vacancy[550003] - Programmer'],,['Andre Brown'],['Application[770107]'],,
283,2019-05-31 11:54:26+00:00,submit application,,,['Stephan Pietersen'],['Application[770108]'],,
284,2019-05-31 12:01:08+00:00,first screening,,,,['Application[770077]'],['Simon Hense'],
285,2019-05-31 12:39:15+00:00,check references,,,,['Application[770028]'],"['Simon Meister', 'Dionne Keane']",
286,2019-05-31 13:03:35+00:00,assign recruiter,,,,['Application[770105]'],"['Simon Kershaw', 'Simon Hense', 'Ed Keane']",
287,2019-05-31 13:25:21+00:00,first screening,,,,['Application[770056]'],['Dionne Kershaw'],
288,2019-05-31 13:33:11+00:00,submit application,['Vacancy[550014] - Manager'],,['Sue Lemmens'],['Application[770109]'],,
289,2019-05-31 13:49:24+00:00,check references,,,,['Application[770038]'],"['Jana Kershaw', 'Jana Geisler']",
290,2019-05-31 14:10:02+00:00,check references,,,,['Application[770052]'],"['Jana Kershaw', 'Dionne Geisler']",
291,2019-05-31 14:13:59+00:00,assign recruiter,,,,['Application[770107]'],"['Dionne Meister', 'Simon Geisler', 'Simon Keane']",
292,2019-05-31 14:14:54+00:00,first screening,,,,['Application[770087]'],['Simon Keane'],
293,2019-05-31 14:25:42+00:00,open vacancy,['Vacancy[550019] - Manager'],['Vaishnavi Sashikanth'],,,,
294,2019-05-31 14:26:07+00:00,check references,,,,['Application[770047]'],"['Dionne Meister', 'Ed Hense']",
295,2019-05-31 14:50:42+00:00,submit application,,,['Detlef Jones'],['Application[770110]'],,
296,2019-05-31 14:50:57+00:00,first screening,,,,['Application[770076]'],['Ed Keane'],
297,2019-05-31 14:57:01+00:00,assign recruiter,,,,['Application[770018]'],"['Dionne Geisler', 'Dionne Hense', 'Simon Hense']",
298,2019-05-31 15:33:08+00:00,assign vacancy,['Vacancy[550004] - Programmer'],,,['Application[770030]'],,
299,2019-05-31 15:38:32+00:00,first screening,,,,['Application[770004]'],['Dionne Geisler'],
300,2019-05-31 15:38:48+00:00,first screening,,,,['Application[770089]'],['Dionne Keane'],
301,2019-05-31 16:25:44+00:00,submit application,,,['Johan Weber'],['Application[770111]'],,
302,2019-05-31 17:45:51+00:00,submit application,,,['Johan Brown'],['Application[770112]'],,
303,2019-05-31 18:04:07+00:00,assign vacancy,['Vacancy[550001] - Manager'],,,['Application[770051]'],,
304,2019-05-31 20:00:21+00:00,submit application,,,['Ray Li'],['Application[770113]'],,
305,2019-06-01 07:07:23+00:00,submit application,['Vacancy[550008] - Consultant'],,['Andre Wang'],['Application[770114]'],,
306,2019-06-01 14:38:03+00:00,submit application,['Vacancy[550018] - Programmer'],,['Sonia Lemmens'],['Application[770115]'],,
307,2019-06-02 09:15:22+00:00,submit application,,,['Andre Wagner'],['Application[770116]'],,
308,2019-06-02 12:30:12+00:00,open vacancy,['Vacancy[550020] - Consultant'],['Martin Klenk'],,,,
309,2019-06-02 16:54:01+00:00,submit application,,,['Andre Jansen'],['Application[770117]'],,
310,2019-06-03 04:05:19+00:00,submit application,,,['Sonia Pietersen'],['Application[770118]'],,
311,2019-06-03 07:02:04+00:00,assign vacancy,['Vacancy[550001] - Manager'],,,['Application[770098]'],,
312,2019-06-03 07:08:10+00:00,submit application,['Vacancy[550006] - Programmer'],,['Toon Park'],['Application[770119]'],,
313,2019-06-03 07:18:54+00:00,first screening,,,,['Application[770107]'],['Dionne Meister'],
314,2019-06-03 07:52:30+00:00,submit application,,,['Detlef Pietersen'],['Application[770120]'],,
315,2019-06-03 08:11:41+00:00,check references,,,,['Application[770046]'],"['Dionne Keane', 'Simon Meister']",
316,2019-06-03 08:13:19+00:00,send rejection,,,['Ray Davis'],['Application[770024]'],['Simon Geisler'],
317,2019-06-03 08:34:47+00:00,first screening,,,,['Application[770081]'],['Ed Geisler'],
318,2019-06-03 08:48:55+00:00,first screening,,,,['Application[770101]'],['Ed Geisler'],
319,2019-06-03 09:17:49+00:00,assign recruiter,,,,['Application[770075]'],"['Simon Kershaw', 'Simon Meister', 'Ed Hense']",
320,2019-06-03 09:29:20+00:00,submit application,['Vacancy[550018] - Programmer'],,['Mary Zimmermann'],['Application[770121]'],,
321,2019-06-03 09:30:46+00:00,assign vacancy,['Vacancy[550002] - Consultant'],,,['Application[770018]'],,
322,2019-06-03 10:29:50+00:00,check references,,,,['Application[770087]'],"['Dionne Kershaw', 'Jana Keane']",
323,2019-06-03 10:38:37+00:00,check references,,,,['Application[770077]'],"['Dionne Kershaw', 'Ed Meister']",
324,2019-06-03 10:42:59+00:00,submit application,,,['Lisa Lopez'],['Application[770122]'],,
325,2019-06-03 10:54:47+00:00,assign recruiter,,,,['Application[770119]'],"['Jana Keane', 'Ed Hense', 'Jana Meister']",
326,2019-06-03 11:19:32+00:00,send rejection,,,['Vanessa Johnson'],['Application[770021]'],['Dionne Hense'],
327,2019-06-03 11:46:43+00:00,first screening,,,,['Application[770100]'],['Ed Hense'],
328,2019-06-03 12:10:18+00:00,submit application,,,['Mary Jones'],['Application[770123]'],,
329,2019-06-03 12:11:34+00:00,open vacancy,['Vacancy[550021] - Programmer'],['Vaishnavi Sashikanth'],,,,
330,2019-06-03 12:27:53+00:00,check references,,,,['Application[770069]'],"['Ed Hense', 'Jana Geisler']",
331,2019-06-03 12:54:38+00:00,submit application,['Vacancy[550021] - Programmer'],,['Sonia Smith'],['Application[770124]'],,
332,2019-06-03 12:55:12+00:00,send rejection,,,['Vanessa Lemmens'],['Application[770007]'],['Simon Kershaw'],
333,2019-06-03 13:02:50+00:00,first screening,,,,['Application[770105]'],['Simon Kershaw'],
334,2019-06-03 13:23:50+00:00,assign recruiter,,,,['Application[770115]'],"['Dionne Meister', 'Dionne Keane', 'Ed Meister']",
335,2019-06-03 13:28:48+00:00,check references,,,,['Application[770019]'],"['Jana Geisler', 'Ed Keane']",
336,2019-06-03 14:01:05+00:00,assign recruiter,,,,['Application[770033]'],"['Ed Meister', 'Jana Hense', 'Ed Keane']",
337,2019-06-03 14:23:12+00:00,first screening,,,,['Application[770051]'],['Dionne Kershaw'],
338,2019-06-03 14:28:49+00:00,assign recruiter,,,,['Application[770057]'],"['Jana Keane', 'Ed Hense', 'Dionne Geisler']",
339,2019-06-03 14:33:35+00:00,submit application,,,['Angela Schmidt'],['Application[770125]'],,
340,2019-06-03 15:02:44+00:00,assign recruiter,,,,['Application[770121]'],"['Dionne Hense', 'Dionne Kershaw', 'Simon Hense']",
341,2019-06-03 15:11:01+00:00,first screening,,,,['Application[770050]'],['Jana Keane'],
342,2019-06-03 15:31:45+00:00,assign recruiter,,,,['Application[770095]'],"['Simon Keane', 'Jana Keane', 'Jana Meister']",
343,2019-06-03 15:44:11+00:00,check references,,,,['Application[770006]'],"['Jana Keane', 'Simon Kershaw']",
344,2019-06-03 15:51:30+00:00,submit application,['Vacancy[550010] - Programmer'],,['Dave Johnson'],['Application[770126]'],,
345,2019-06-03 16:18:14+00:00,assign recruiter,,,,['Application[770078]'],"['Dionne Kershaw', 'Simon Keane', 'Ed Meister']",
346,2019-06-03 16:54:35+00:00,assign recruiter,,,,['Application[770085]'],"['Ed Kershaw', 'Ed Geisler', 'Simon Geisler']",
347,2019-06-03 17:27:20+00:00,submit application,['Vacancy[550008] - Consultant'],,['Andre Zimmermann'],['Application[770127]'],,
348,2019-06-03 19:23:19+00:00,submit application,,,['Ray Johnson'],['Application[770128]'],,
349,2019-06-03 20:52:36+00:00,open vacancy,['Vacancy[550022] - Programmer'],['Vaishnavi Sashikanth'],,,,
350,2019-06-03 21:15:17+00:00,submit application,,,['Toon Zimmermann'],['Application[770129]'],,
351,2019-06-04 04:53:51+00:00,submit application,,,['Johan Schmidt'],['Application[770130]'],,
352,2019-06-04 07:20:07+00:00,first screening,,,,['Application[770115]'],['Dionne Meister'],
353,2019-06-04 07:27:05+00:00,first screening,,,,['Application[770078]'],['Dionne Kershaw'],
354,2019-06-04 08:01:34+00:00,submit application,,,['Chun Weber'],['Application[770131]'],,
355,2019-06-04 08:02:28+00:00,assign recruiter,,,,['Application[770124]'],"['Jana Keane', 'Simon Geisler', 'Simon Kershaw']",
356,2019-06-04 08:07:18+00:00,first screening,,,,['Application[770075]'],['Simon Kershaw'],
357,2019-06-04 08:33:05+00:00,assign recruiter,,,,['Application[770111]'],"['Jana Kershaw', 'Simon Kershaw', 'Simon Geisler']",
358,2019-06-04 08:34:49+00:00,check references,,,,['Application[770076]'],"['Jana Keane', 'Dionne Hense']",
359,2019-06-04 08:40:31+00:00,send rejection,,,['Andre Lopez'],['Application[770039]'],['Jana Meister'],
360,2019-06-04 08:45:54+00:00,submit application,['Vacancy[550020] - Consultant'],,['Toon Neumann'],['Application[770132]'],,
361,2019-06-04 08:50:47+00:00,assign recruiter,,,,['Application[770044]'],"['Jana Kershaw', 'Ed Hense', 'Ed Kershaw']",
362,2019-06-04 09:00:43+00:00,assign recruiter,,,,['Application[770062]'],"['Ed Keane', 'Jana Geisler', 'Ed Geisler']",
363,2019-06-04 09:45:47+00:00,send rejection,,,['Angela Wang'],['Application[770075]'],['Simon Kershaw'],
364,2019-06-04 09:45:51+00:00,first screening,,,,['Application[770018]'],['Dionne Geisler'],
365,2019-06-04 09:46:19+00:00,assign vacancy,['Vacancy[550016] - Manager'],,,['Application[770085]'],,
366,2019-06-04 10:16:07+00:00,submit application,['Vacancy[550007] - Consultant'],,['Vanessa Wagner'],['Application[770133]'],,
367,2019-06-04 11:03:13+00:00,check references,,,,['Application[770017]'],"['Ed Meister', 'Dionne Keane']",
368,2019-06-04 11:16:34+00:00,submit application,,,['Sue Jansen'],['Application[770134]'],,
369,2019-06-04 11:35:02+00:00,assign recruiter,,,,['Application[770127]'],"['Dionne Keane', 'Dionne Meister', 'Jana Hense']",
370,2019-06-04 11:48:31+00:00,send rejection,,,['Dave Jones'],['Application[770105]'],['Simon Kershaw'],
371,2019-06-04 11:49:57+00:00,first screening,,,,['Application[770057]'],['Jana Keane'],
372,2019-06-04 11:59:56+00:00,assign recruiter,,,,['Application[770102]'],"['Simon Meister', 'Simon Geisler', 'Dionne Geisler']",
373,2019-06-04 12:03:53+00:00,check references,,,,['Application[770081]'],"['Ed Meister', 'Jana Keane']",
374,2019-06-04 12:17:28+00:00,submit application,,,['Dave Schmidt'],['Application[770135]'],,
375,2019-06-04 12:45:24+00:00,assign recruiter,,,,['Application[770125]'],"['Simon Kershaw', 'Simon Keane', 'Ed Geisler']",
376,2019-06-04 13:03:51+00:00,open vacancy,['Vacancy[550023] - Consultant'],['Vaishnavi Sashikanth'],,,,
377,2019-06-04 13:11:50+00:00,first screening,,,,['Application[770119]'],['Jana Keane'],
378,2019-06-04 13:16:09+00:00,check references,,,,['Application[770088]'],"['Dionne Meister', 'Jana Kershaw']",
379,2019-06-04 13:19:15+00:00,submit application,,,['Andre Davis'],['Application[770136]'],,
380,2019-06-04 13:47:29+00:00,first screening,,,,['Application[770121]'],['Dionne Hense'],
381,2019-06-04 13:47:34+00:00,assign vacancy,['Vacancy[550001] - Manager'],,,['Application[770111]'],,
382,2019-06-04 13:52:45+00:00,assign recruiter,,,,['Application[770096]'],"['Simon Hense', 'Jana Hense', 'Dionne Meister']",
383,2019-06-04 13:56:17+00:00,check references,,,,['Application[770045]'],"['Jana Geisler', 'Dionne Geisler']",
384,2019-06-04 13:58:45+00:00,assign recruiter,,,,['Application[770086]'],"['Ed Meister', 'Jana Meister', 'Jana Hense']",
385,2019-06-04 14:05:14+00:00,check references,,,,['Application[770061]'],"['Dionne Keane', 'Simon Hense']",
386,2019-06-04 14:21:34+00:00,check references,,,,['Application[770037]'],"['Jana Hense', 'Jana Kershaw']",
387,2019-06-04 14:22:50+00:00,submit application,,,['Jorge Park'],['Application[770137]'],,
388,2019-06-04 14:31:56+00:00,assign recruiter,,,,['Application[770043]'],"['Jana Geisler', 'Ed Keane', 'Ed Kershaw']",
389,2019-06-04 14:36:07+00:00,first screening,,,,['Application[770095]'],['Simon Keane'],
390,2019-06-04 14:43:04+00:00,assign recruiter,,,,['Application[770122]'],"['Jana Meister', 'Dionne Keane', 'Simon Keane']",
391,2019-06-04 14:50:14+00:00,assign recruiter,,,,['Application[770097]'],"['Simon Meister', 'Dionne Keane', 'Simon Hense']",
392,2019-06-04 15:15:23+00:00,assign vacancy,['Vacancy[550010] - Programmer'],,,['Application[770125]'],,
393,2019-06-04 15:30:00+00:00,submit application,,,['Sue Schmidt'],['Application[770138]'],,
394,2019-06-04 15:52:10+00:00,first screening,,,,['Application[770102]'],['Simon Meister'],
395,2019-06-04 16:17:42+00:00,assign vacancy,['Vacancy[550011] - Programmer'],,,['Application[770033]'],,
396,2019-06-04 16:38:29+00:00,first screening,,,,['Application[770033]'],['Ed Meister'],
397,2019-06-04 16:44:19+00:00,submit application,,,['Andre Lopez'],['Application[770139]'],,
398,2019-06-04 16:54:15+00:00,assign vacancy,['Vacancy[550023] - Consultant'],,,['Application[770043]'],,
399,2019-06-04 17:09:36+00:00,first screening,,,,['Application[770080]'],['Jana Keane'],
400,2019-06-04 18:41:37+00:00,submit application,['Vacancy[550013] - Manager'],,['Pete Zimmermann'],['Application[770140]'],,
401,2019-06-04 20:51:53+00:00,submit application,['Vacancy[550007] - Consultant'],,['Lisa Jansen'],['Application[770141]'],,
402,2019-06-05 04:11:51+00:00,open vacancy,['Vacancy[550024] - Consultant'],['Martin Klenk'],,,,
403,2019-06-05 04:34:35+00:00,submit application,,,['Jorge Taylor'],['Application[770142]'],,
404,2019-06-05 07:12:42+00:00,assign recruiter,,,,['Application[770130]'],"['Ed Keane', 'Simon Kershaw', 'Jana Meister']",
405,2019-06-05 07:40:22+00:00,submit application,,,['Mary Pietersen'],['Application[770143]'],,
406,2019-06-05 07:42:44+00:00,first screening,,,,['Application[770044]'],['Jana Kershaw'],
407,2019-06-05 07:52:25+00:00,first screening,,,,['Application[770111]'],['Jana Kershaw'],
408,2019-06-05 08:02:36+00:00,assign recruiter,,,,['Application[770065]'],"['Ed Meister', 'Dionne Meister', 'Jana Keane']",
409,2019-06-05 08:13:56+00:00,first screening,,,,['Application[770030]'],['Ed Meister'],
410,2019-06-05 08:39:41+00:00,check references,,,,['Application[770089]'],"['Jana Meister', 'Jana Geisler']",
411,2019-06-05 08:56:59+00:00,assign recruiter,,,,['Application[770064]'],"['Simon Geisler', 'Ed Geisler', 'Jana Keane']",
412,2019-06-05 09:05:04+00:00,submit application,,,['Vanessa Lemmens'],['Application[770144]'],,
